season,team_1,team_2,home,score_diff,score_1,score_2,won
1995,7898,1183,1,-1,51,52,0
1995,5967,1288,0,-20,54,74,0
1995,7265,1322,1,-3,79,82,0
1995,4917,1390,0,-17,63,80,0
1995,1856,1653,0,-17,61,78,0
1995,8672,1789,0,-11,75,86,0
1995,2823,1822,0,-21,70,91,0
1995,264,2058,0,-3,71,74,0
1995,7804,2214,1,-18,62,80,0
1995,1890,2282,0,-16,63,79,0
1995,8858,2452,1,-7,76,83,0
1995,230,2554,1,-9,72,81,0
1995,10132,2617,1,-20,69,89,0
1995,7550,2651,0,-1,70,71,0
1995,1755,2922,1,-28,57,85,0
1995,1492,2990,0,-15,62,77,0
1995,3501,3380,0,-6,74,80,0
1995,6158,4068,0,-20,69,89,0
1995,5988,4159,0,-17,67,84,0
1995,9446,4376,0,-2,60,62,0
1995,1592,4440,0,-19,69,88,0
1995,7736,4606,0,-21,61,82,0
1995,4674,4815,0,-29,56,85,0
1995,5894,5053,0,-8,61,69,0
1995,7770,5290,0,-47,68,115,0
1995,5725,5591,1,-13,74,87,0
1995,4034,5661,0,-15,61,76,0
1995,2024,6056,1,-27,60,87,0
1995,9741,6772,0,-2,75,77,0
1995,4342,6908,1,-35,57,92,0
1995,2160,7503,1,-12,52,64,0
1995,5019,7601,1,-6,79,85,0
1995,9020,7925,1,-2,59,61,0
1995,9480,8215,0,-14,64,78,0
1995,7098,8249,1,-12,79,91,0
1995,4308,8449,1,-7,76,83,0
1995,7635,8619,0,-21,62,83,0
1995,5759,8824,0,-3,75,78,0
1995,632,8892,1,-7,100,107,0
1995,9571,9088,0,-7,66,73,0
1995,1424,9113,0,-9,131,140,0
1995,189,9245,0,-7,90,97,0
1995,3108,9605,1,-22,64,86,0
1995,5421,10864,0,-15,52,67,0
1995,420,83,1,-18,70,88,0
1995,6552,2350,1,-13,74,87,0
1995,2744,2854,1,-13,48,61,0
1995,7299,3024,1,-10,58,68,0
1995,8415,3142,0,-17,71,88,0
1995,2384,4985,1,-50,53,103,0
1995,3828,5222,1,-13,52,65,0
1995,4849,7401,0,-8,73,81,0
1995,1115,7669,0,-38,44,82,0
1995,2092,8279,1,-5,68,73,0
1995,10478,8313,0,-11,66,77,0
1995,7469,8756,0,-4,60,64,0
1995,8035,8926,1,-6,70,76,0
1995,3058,10166,0,-15,62,77,0
1995,7367,10608,1,-4,71,75,0
1995,2789,523,0,-6,71,77,0
1995,598,842,0,-15,73,88,0
1995,3789,876,0,-3,83,86,0
1995,4342,962,1,-22,61,83,0
1995,489,1653,0,-1,93,94,0
1995,3501,2316,0,-26,64,90,0
1995,5939,3244,0,-4,71,75,0
1995,4410,3535,0,-29,67,96,0
1995,632,3569,0,-4,83,87,0
1995,6639,3930,1,-15,66,81,0
1995,6450,3964,1,-19,62,81,0
1995,6674,4193,0,-10,77,87,0
1995,1091,4240,1,-7,74,81,0
1995,8790,4274,0,-19,50,69,0
1995,10098,4606,0,-4,74,78,0
1995,6976,4640,0,-11,69,80,0
1995,1526,4951,1,-5,51,56,0
1995,8483,5087,0,-4,80,84,0
1995,2486,5188,1,-22,50,72,0
1995,5290,5256,0,-1,53,54,0
1995,4742,5358,0,-13,60,73,0
1995,1687,5392,0,-5,80,85,0
1995,2922,5860,1,-2,60,62,0
1995,2888,6291,0,-30,70,100,0
1995,10268,6605,1,-12,68,80,0
1995,4125,6742,0,-14,65,79,0
1995,774,7177,1,-27,43,70,0
1995,6484,7211,1,-12,84,96,0
1995,8249,7333,1,-9,71,80,0
1995,7010,7969,1,-2,70,72,0
1995,8069,8722,0,-12,101,113,0
1995,6224,8994,0,-13,89,102,0
1995,49,9054,1,-8,66,74,0
1995,5455,9177,0,-17,54,71,0
1995,5894,9571,1,-17,56,73,0
1995,5324,9962,0,-7,75,82,0
1995,5154,10030,1,-30,62,92,0
1995,10064,10342,1,-1,70,71,0
1995,1963,10410,0,-47,59,106,0
1995,3108,230,1,-19,89,108,0
1995,6806,298,1,-8,89,97,0
1995,9211,366,0,-13,54,67,0
1995,4781,808,1,-6,61,67,0
1995,9673,1149,1,-18,58,76,0
1995,3896,1217,0,-15,72,87,0
1995,9894,1356,1,-26,47,73,0
1995,2092,1458,1,-10,82,92,0
1995,5820,1560,0,-2,62,64,0
1995,5121,1619,1,-3,70,73,0
1995,15,1721,1,-7,70,77,0
1995,5053,1822,0,-4,54,58,0
1995,7804,1935,0,-1,61,62,0
1995,3721,2248,0,-6,85,91,0
1995,1592,2554,0,-23,62,85,0
1995,3862,2651,0,-25,64,89,0
1995,10308,2685,0,-15,71,86,0
1995,10762,2956,0,-3,54,57,0
1995,8449,3024,0,-10,65,75,0
1995,5625,3619,0,-8,67,75,0
1995,1023,4308,1,-2,71,73,0
1995,454,4376,1,-7,53,60,0
1995,6158,4572,1,-1,60,61,0
1995,10728,4708,0,-6,69,75,0
1995,5489,4849,0,-2,75,77,0
1995,9020,5591,0,-8,70,78,0
1995,6382,6056,0,-18,69,87,0
1995,7770,6124,0,-9,66,75,0
1995,2520,6416,0,-9,58,67,0
1995,9741,6518,0,-10,65,75,0
1995,332,6840,0,-13,70,83,0
1995,10674,6942,1,-11,67,78,0
1995,4524,7435,0,-14,81,95,0
1995,2282,7550,1,-21,68,89,0
1995,6348,8001,1,-4,86,90,0
1995,9446,8103,0,-20,85,105,0
1995,10166,8137,0,-22,68,90,0
1995,8381,8347,1,-3,52,55,0
1995,2214,8892,0,-7,92,99,0
1995,1990,9143,0,-12,73,85,0
1995,4490,9327,0,-10,68,78,0
1995,3210,9378,0,-16,77,93,0
1995,8585,9412,0,-3,74,77,0
1995,8960,9480,0,-22,65,87,0
1995,9544,9512,1,-6,66,72,0
1995,6874,9639,0,-5,78,83,0
1995,7601,9707,0,-6,68,74,0
1995,6090,9775,0,-5,80,85,0
1995,1057,9857,1,-4,85,89,0
1995,6772,9928,0,-15,66,81,0
1995,4068,10234,0,-4,72,76,0
1995,3653,10444,0,-17,56,73,0
1995,10132,10608,1,-9,86,95,0
1995,9088,10640,0,-4,93,97,0
1995,10540,10796,0,-20,76,96,0
1995,5523,740,1,-8,66,74,0
1995,1755,918,0,-4,59,63,0
1995,9996,2126,0,-2,62,64,0
1995,3380,2316,0,-10,49,59,0
1995,10478,4985,1,-3,94,97,0
1995,3687,5557,0,-18,70,88,0
1995,7044,7838,0,-27,58,85,0
1995,3278,8517,0,-7,66,73,0
1995,9088,9544,0,-5,79,84,0
1995,1856,10830,0,-6,67,73,0
1995,8790,83,1,-23,46,69,0
1995,6840,298,1,-13,98,111,0
1995,6806,332,1,-3,76,79,0
1995,454,366,0,-2,64,66,0
1995,6056,808,0,-15,73,88,0
1995,49,842,1,-9,70,79,0
1995,1856,918,0,-15,65,80,0
1995,3535,962,0,-20,71,91,0
1995,6090,1057,0,-18,63,81,0
1995,9412,1149,1,-7,93,100,0
1995,2854,1183,0,-1,54,55,0
1995,8035,1217,0,-7,53,60,0
1995,2990,1390,1,-5,67,72,0
1995,5967,1424,0,-14,76,90,0
1995,10166,1492,0,-8,90,98,0
1995,5939,1526,1,-5,55,60,0
1995,9378,1619,0,-12,70,82,0
1995,4342,1653,1,-24,62,86,0
1995,4917,2058,0,-15,63,78,0
1995,2160,2092,0,-10,60,70,0
1995,4883,2214,0,-15,48,63,0
1995,1023,2248,1,-3,85,88,0
1995,3862,2282,1,-6,77,83,0
1995,9020,2452,0,-14,78,92,0
1995,4240,2486,1,-7,70,77,0
1995,3058,2617,1,-17,72,89,0
1995,5489,2685,0,-11,65,76,0
1995,5324,2789,0,-15,57,72,0
1995,489,2922,1,-17,60,77,0
1995,1721,2956,0,-19,52,71,0
1995,7010,3142,0,-11,60,71,0
1995,5121,3210,1,-17,71,88,0
1995,7703,3448,0,-29,62,91,0
1995,8069,3569,1,-2,71,73,0
1995,6416,3653,1,-2,66,68,0
1995,1560,3721,0,-15,72,87,0
1995,7550,3789,1,-3,91,94,0
1995,6639,3828,0,-15,75,90,0
1995,6190,3896,1,-13,61,74,0
1995,4193,3964,0,-8,79,87,0
1995,136,4034,1,-12,76,88,0
1995,9211,4068,0,-5,60,65,0
1995,10608,4125,0,-11,62,73,0
1995,1789,4159,1,-29,59,88,0
1995,5860,4410,1,-8,77,85,0
1995,1935,4490,1,-9,70,79,0
1995,9446,4572,0,-7,56,63,0
1995,1356,4606,0,-22,57,79,0
1995,2719,4815,0,-4,58,62,0
1995,10308,4849,0,-13,66,79,0
1995,2350,4951,0,-2,72,74,0
1995,5625,5053,0,-4,68,72,0
1995,9279,5087,0,-7,67,74,0
1995,598,5188,0,-15,62,77,0
1995,3755,5256,1,-8,67,75,0
1995,3930,5290,1,-1,54,55,0
1995,1288,5421,0,-8,69,77,0
1995,6450,5455,0,-3,62,65,0
1995,3687,5523,0,-22,66,88,0
1995,740,5557,0,-11,57,68,0
1995,3312,5661,1,-2,87,89,0
1995,564,5759,0,-1,79,80,0
1995,685,5894,0,-3,80,83,0
1995,8103,6158,0,-10,82,92,0
1995,5019,6224,0,-22,79,101,0
1995,10342,6291,1,-1,61,62,0
1995,7601,6348,0,-24,62,86,0
1995,4781,6382,1,-17,66,83,0
1995,774,6552,0,-6,68,74,0
1995,1091,6605,0,-37,59,96,0
1995,5988,6674,0,-10,72,82,0
1995,1687,6708,1,-19,63,82,0
1995,7367,6742,1,-19,46,65,0
1995,6124,6874,1,-3,86,89,0
1995,7143,6908,0,-19,50,69,0
1995,6942,7211,1,-3,62,65,0
1995,632,7333,1,-11,79,90,0
1995,5691,7401,0,-11,78,89,0
1995,2823,7503,0,-10,68,78,0
1995,1263,7635,0,-2,79,81,0
1995,7736,7669,0,-6,85,91,0
1995,3278,7838,0,-9,74,83,0
1995,8824,7925,0,-2,64,66,0
1995,9707,8001,1,-17,71,88,0
1995,3176,8137,0,-1,59,60,0
1995,9894,8181,0,-9,71,80,0
1995,9143,8215,0,-24,55,79,0
1995,189,8249,0,-13,83,96,0
1995,1115,8279,0,-29,62,91,0
1995,7469,8313,1,-4,69,73,0
1995,7435,8347,1,-13,70,83,0
1995,4524,8381,0,-22,72,94,0
1995,2384,8449,0,-13,77,90,0
1995,1458,8483,0,-7,68,75,0
1995,7044,8517,0,-12,74,86,0
1995,4674,8551,0,-15,56,71,0
1995,9673,8585,1,-3,82,85,0
1995,7898,8619,1,-5,85,90,0
1995,5154,8672,0,-25,51,76,0
1995,8926,8722,0,-1,71,72,0
1995,7299,8756,1,-5,50,55,0
1995,5725,8858,1,-2,75,77,0
1995,8994,8892,0,-14,68,82,0
1995,6518,8960,1,-1,63,64,0
1995,10268,9054,0,-12,70,82,0
1995,1890,9177,1,-13,54,67,0
1995,7098,9245,0,-39,49,88,0
1995,7804,9327,0,-4,58,62,0
1995,9741,9480,0,-18,65,83,0
1995,10640,9512,1,-6,65,71,0
1995,7265,9571,0,-27,62,89,0
1995,2554,9605,0,-5,57,62,0
1995,7770,9639,0,-21,59,80,0
1995,9857,9775,0,-15,71,86,0
1995,6022,9809,0,-16,57,73,0
1995,989,9928,0,-1,63,64,0
1995,4742,9962,1,-8,58,66,0
1995,7177,10030,0,-21,67,88,0
1995,3108,10064,0,-30,98,128,0
1995,4440,10098,1,-31,70,101,0
1995,264,10132,1,-4,85,89,0
1995,9113,10200,0,-2,98,100,0
1995,4376,10234,1,-9,68,77,0
1995,10376,10410,0,-1,73,74,0
1995,2520,10444,0,-13,59,72,0
1995,4308,10512,0,-17,60,77,0
1995,876,10574,0,-7,47,54,0
1995,6484,10674,0,-24,73,97,0
1995,10540,10728,1,-2,74,76,0
1995,15,10762,1,-5,65,70,0
1995,5820,10796,1,-22,84,106,0
1995,1755,10830,0,-13,55,68,0
1995,2418,10864,1,-2,72,74,0
1995,4274,420,0,-2,92,94,0
1995,3619,1822,1,-19,57,76,0
1995,9996,2316,0,-30,78,108,0
1995,2888,3244,1,-13,68,81,0
1995,2126,3380,1,-1,69,70,0
1995,4640,6976,0,-9,65,74,0
1995,5222,8415,1,-5,77,82,0
1995,9962,10342,0,-12,51,63,0
1995,10166,264,1,-9,85,94,0
1995,8103,366,0,-8,94,102,0
1995,7925,564,1,-16,63,79,0
1995,3535,808,1,-13,54,67,0
1995,9378,1183,0,-12,61,73,0
1995,8619,1263,0,-3,83,86,0
1995,1592,1322,1,-17,63,80,0
1995,8279,1560,0,-5,65,70,0
1995,2854,1619,0,-29,53,82,0
1995,8756,2384,1,-7,55,62,0
1995,989,2418,0,-1,71,72,0
1995,5591,2452,1,-10,65,75,0
1995,1492,2617,0,-18,58,76,0
1995,5455,2651,1,-9,57,66,0
1995,4917,2990,1,-9,68,77,0
1995,2058,3058,0,-7,52,59,0
1995,2744,3210,0,-19,63,82,0
1995,489,3501,1,-20,76,96,0
1995,3862,3789,0,-16,72,88,0
1995,9639,4490,0,-1,73,74,0
1995,8035,4674,0,-5,77,82,0
1995,8313,4985,0,-17,62,79,0
1995,6224,5358,0,-16,65,81,0
1995,3964,5392,1,-9,71,80,0
1995,7367,5860,1,-5,60,65,0
1995,2823,5894,0,-6,59,65,0
1995,10574,6450,1,-1,58,59,0
1995,8858,6772,0,-6,64,70,0
1995,9544,7265,0,-3,68,71,0
1995,685,7503,0,-5,88,93,0
1995,5121,7635,1,-4,73,77,0
1995,7898,8249,0,-6,108,114,0
1995,1424,8483,0,-41,71,112,0
1995,3142,8672,1,-1,75,76,0
1995,8181,8790,1,-5,57,62,0
1995,5759,8824,1,-7,65,72,0
1995,5725,9020,0,-7,69,76,0
1995,4606,9088,0,-12,69,81,0
1995,5421,9113,1,-1,93,94,0
1995,4572,9211,0,-17,53,70,0
1995,4034,9480,1,-11,71,82,0
1995,4440,9571,0,-13,54,67,0
1995,10864,9928,0,-14,58,72,0
1995,1390,10132,0,-9,63,72,0
1995,1288,10200,0,-5,47,52,0
1995,3024,10478,0,-3,77,80,0
1995,4708,10796,1,-6,75,81,0
1995,4742,420,0,-24,81,105,0
1995,1115,740,0,-9,68,77,0
1995,7010,774,0,-5,69,74,0
1995,2282,876,1,-18,55,73,0
1995,6190,1217,1,-14,75,89,0
1995,5154,1789,0,-25,57,82,0
1995,10540,2248,1,-10,59,69,0
1995,2024,4781,1,-11,60,71,0
1995,5725,5290,0,-41,57,98,0
1995,3414,6056,1,-9,64,73,0
1995,2554,6742,0,-3,66,69,0
1995,8137,7177,1,-8,71,79,0
1995,3828,7211,0,-10,66,76,0
1995,2685,7401,0,-11,66,77,0
1995,10830,8347,0,-10,77,87,0
1995,8069,8926,1,-19,60,79,0
1995,523,83,0,-2,63,65,0
1995,4125,230,0,-6,78,84,0
1995,4410,489,1,-6,66,72,0
1995,4240,598,0,-23,58,81,0
1995,5421,632,0,-3,89,92,0
1995,2922,1653,1,-16,69,85,0
1995,5625,1822,0,-25,42,67,0
1995,9279,2214,1,-5,58,63,0
1995,9020,2418,1,-13,50,63,0
1995,6605,2486,0,-6,79,85,0
1995,9571,2888,1,-10,65,75,0
1995,7367,3108,1,-6,86,92,0
1995,1526,3244,0,-30,50,80,0
1995,9996,3501,1,-3,69,72,0
1995,4342,3535,0,-15,76,91,0
1995,8892,3569,0,-9,96,105,0
1995,2160,3619,1,-1,73,74,0
1995,3930,3755,1,-5,74,79,0
1995,1687,4159,0,-22,77,99,0
1995,8137,4274,0,-27,72,99,0
1995,4376,4572,1,-5,60,65,0
1995,10064,4951,0,-9,62,71,0
1995,8449,4985,0,-12,62,74,0
1995,842,5188,1,-4,45,49,0
1995,10674,5222,0,-4,58,62,0
1995,2789,5358,0,-23,47,70,0
1995,9962,5725,0,-3,90,93,0
1995,7925,5759,1,-4,79,83,0
1995,962,5860,0,-9,59,68,0
1995,6639,6484,0,-5,71,76,0
1995,3896,6552,0,-13,58,71,0
1995,3964,6674,0,-1,78,79,0
1995,5988,6708,1,-17,65,82,0
1995,7969,7177,0,-3,77,80,0
1995,9177,7550,0,-1,71,72,0
1995,7333,8994,1,-3,63,66,0
1995,1091,9054,1,-17,60,77,0
1995,10608,9605,1,-19,47,66,0
1995,7265,9894,0,-27,66,93,0
1995,8415,10030,1,-16,62,78,0
1995,49,10268,0,-7,49,56,0
1995,5939,10342,1,-8,61,69,0
1995,1592,10640,0,-14,62,76,0
1995,10410,298,0,-8,76,84,0
1995,10376,332,0,-5,73,78,0
1995,9446,366,1,-6,56,62,0
1995,8103,454,1,-12,65,77,0
1995,10540,1023,0,-10,75,85,0
1995,9857,1057,1,-6,89,95,0
1995,3210,1619,1,-6,77,83,0
1995,15,1721,0,-14,65,79,0
1995,1990,1963,0,-17,68,85,0
1995,1890,2282,1,-4,74,78,0
1995,7299,2384,0,-3,67,70,0
1995,8035,2719,1,-8,66,74,0
1995,5121,2744,0,-3,66,69,0
1995,4640,3278,0,-16,72,88,0
1995,808,3501,0,-2,56,58,0
1995,4708,3721,1,-4,78,82,0
1995,6022,4490,0,-3,64,67,0
1995,8181,4606,0,-1,65,66,0
1995,6942,5256,0,-20,62,82,0
1995,3789,5455,0,-8,66,74,0
1995,8347,5489,0,-9,75,84,0
1995,8381,5691,0,-15,66,81,0
1995,1935,6124,1,-32,74,106,0
1995,4068,6158,0,-2,67,69,0
1995,9741,6224,1,-18,73,91,0
1995,2350,6291,1,-2,100,102,0
1995,6518,6348,1,-5,59,64,0
1995,1149,6840,1,-9,67,76,0
1995,6976,7044,0,-15,64,79,0
1995,7435,7401,0,-30,48,78,0
1995,1183,7635,0,-12,62,74,0
1995,7669,7838,1,-25,64,89,0
1995,8756,8313,0,-14,64,78,0
1995,7736,8517,1,-12,69,81,0
1995,6806,8585,0,-5,87,92,0
1995,5019,8960,0,-4,58,62,0
1995,1356,9143,1,-22,59,81,0
1995,9639,9327,0,-13,69,82,0
1995,9673,9412,1,-4,69,73,0
1995,9707,9480,0,-17,64,81,0
1995,6090,9775,1,-4,91,95,0
1995,7804,9809,1,-8,56,64,0
1995,8215,10098,0,-15,61,76,0
1995,9211,10234,1,-16,67,83,0
1995,4524,10308,0,-8,81,89,0
1995,7469,10478,0,-11,71,82,0
1995,5820,10512,1,-7,48,55,0
1995,2248,10728,0,-15,64,79,0
1995,2956,10762,0,-14,70,84,0
1995,1560,10796,0,-18,75,93,0
1995,7143,918,0,-2,65,67,0
1995,1856,2024,1,-15,72,87,0
1995,2126,2316,0,-7,69,76,0
1995,1755,3414,1,-2,56,58,0
1995,1217,4815,1,-12,60,72,0
1995,1458,5087,0,-5,69,74,0
1995,3653,5523,1,-5,71,76,0
1995,2520,5557,1,-19,55,74,0
1995,10830,6908,1,-11,55,66,0
1995,2282,7550,0,-5,74,79,0
1995,6190,8551,1,-8,64,72,0
1995,2554,230,1,-14,65,79,0
1995,10376,298,0,-26,65,91,0
1995,9211,366,1,-12,58,70,0
1995,9020,564,0,-14,59,73,0
1995,2823,685,1,-4,91,95,0
1995,4240,842,0,-3,76,79,0
1995,489,962,1,-18,59,77,0
1995,5967,989,0,-4,52,56,0
1995,6090,1057,1,-2,72,74,0
1995,2854,1263,1,-2,68,70,0
1995,9544,1322,0,-4,57,61,0
1995,2617,1390,0,-11,76,87,0
1995,10864,1424,1,-2,88,90,0
1995,2350,1526,0,-7,44,51,0
1995,7635,1619,1,-2,66,68,0
1995,3535,1653,0,-14,74,88,0
1995,2956,1721,0,-18,60,78,0
1995,8415,1789,1,-17,82,99,0
1995,3619,1822,0,-9,63,72,0
1995,3414,1856,0,-10,61,71,0
1995,1115,1990,1,-10,64,74,0
1995,1755,2024,1,-20,57,77,0
1995,5759,2452,0,-3,75,78,0
1995,49,2486,1,-15,71,86,0
1995,1890,2651,0,-31,54,85,0
1995,4410,2922,0,-12,64,76,0
1995,264,2990,0,-16,60,76,0
1995,4985,3024,0,-3,75,78,0
1995,83,3176,1,-14,58,72,0
1995,1183,3210,0,-11,66,77,0
1995,4951,3244,0,-9,91,100,0
1995,6976,3278,0,-26,67,93,0
1995,9996,3380,0,-14,65,79,0
1995,7703,3448,1,-7,58,65,0
1995,5557,3653,0,-9,70,79,0
1995,740,3687,0,-10,68,78,0
1995,10728,3721,0,-11,83,94,0
1995,10574,3789,1,-1,82,83,0
1995,6484,3828,1,-21,67,88,0
1995,4674,3896,0,-19,80,99,0
1995,7098,4034,0,-27,72,99,0
1995,6742,4125,0,-16,79,95,0
1995,3964,4159,0,-20,71,91,0
1995,4708,4308,0,-21,71,92,0
1995,9809,4490,0,-8,52,60,0
1995,5489,4524,1,-2,74,76,0
1995,454,4572,0,-15,55,70,0
1995,9143,4606,0,-15,56,71,0
1995,8790,4742,1,-4,52,56,0
1995,2719,4849,1,-12,53,65,0
1995,1492,4917,1,-14,62,76,0
1995,7503,5053,1,-4,68,72,0
1995,8619,5121,1,-5,82,87,0
1995,3142,5154,0,-6,61,67,0
1995,6605,5188,1,-11,69,80,0
1995,6639,5256,1,-9,58,67,0
1995,5222,5290,0,-22,58,80,0
1995,523,5324,0,-2,75,77,0
1995,420,5358,0,-21,62,83,0
1995,4193,5392,1,-17,60,77,0
1995,876,5455,1,-3,65,68,0
1995,2520,5523,1,-9,65,74,0
1995,7925,5591,0,-31,49,80,0
1995,189,5661,0,-4,91,95,0
1995,7435,5691,0,-19,62,81,0
1995,10540,5820,0,-28,61,89,0
1995,4342,5860,1,-14,70,84,0
1995,2160,5894,0,-8,60,68,0
1995,4781,6056,0,-13,70,83,0
1995,9327,6124,1,-25,77,102,0
1995,8960,6224,1,-12,65,77,0
1995,5939,6291,0,-19,63,82,0
1995,808,6382,1,-20,63,83,0
1995,3862,6450,0,-1,76,77,0
1995,1687,6708,0,-27,67,94,0
1995,1149,6806,1,-8,86,94,0
1995,7770,6874,0,-17,56,73,0
1995,918,6908,1,-12,83,95,0
1995,3930,6942,0,-10,64,74,0
1995,4640,7044,0,-10,61,71,0
1995,10830,7143,1,-16,42,58,0
1995,9088,7265,0,-14,62,76,0
1995,10608,7367,1,-2,64,66,0
1995,6022,7804,0,-12,68,80,0
1995,7736,7838,1,-17,63,80,0
1995,9378,7898,1,-1,90,91,0
1995,774,7969,1,-7,75,82,0
1995,7601,8001,1,-3,63,66,0
1995,9962,8137,1,-2,74,76,0
1995,1356,8181,1,-3,69,72,0
1995,9894,8215,1,-8,66,74,0
1995,3312,8249,1,-17,86,103,0
1995,7299,8313,0,-3,66,69,0
1995,7401,8381,1,-1,66,67,0
1995,10478,8449,0,-6,65,71,0
1995,7669,8517,1,-4,68,72,0
1995,6840,8585,0,-13,82,95,0
1995,8824,8858,1,-6,73,79,0
1995,7333,8892,0,-32,56,88,0
1995,632,8926,0,-10,70,80,0
1995,8722,8994,0,-19,88,107,0
1995,598,9054,0,-20,62,82,0
1995,1288,9113,1,-12,88,100,0
1995,10234,9177,0,-2,68,70,0
1995,136,9245,1,-4,74,78,0
1995,8483,9279,0,-16,54,70,0
1995,4068,9446,0,-4,62,66,0
1995,6348,9480,0,-7,69,76,0
1995,4440,9512,1,-3,59,62,0
1995,3108,9605,0,-20,63,83,0
1995,1935,9639,1,-16,53,69,0
1995,6518,9707,1,-8,67,75,0
1995,5019,9741,0,-16,80,96,0
1995,9775,9857,0,-4,61,65,0
1995,5421,9928,0,-21,57,78,0
1995,7010,10030,1,-3,76,79,0
1995,2888,10064,0,-13,63,76,0
1995,2744,10098,0,-44,35,79,0
1995,3058,10132,0,-5,79,84,0
1995,2058,10166,1,-1,68,69,0
1995,2418,10200,1,-16,69,85,0
1995,8347,10308,0,-17,58,75,0
1995,10640,10342,1,-14,54,68,0
1995,6416,10444,1,-9,63,72,0
1995,1023,10512,1,-1,60,61,0
1995,3755,10674,0,-13,60,73,0
1995,15,10762,0,-15,55,70,0
1995,2248,10796,0,-7,65,72,0
1995,10410,332,0,-27,60,87,0
1995,2092,2214,1,-14,71,85,0
1995,3501,2316,1,-8,88,96,0
1995,8672,4274,0,-6,71,77,0
1995,6190,4815,1,-28,53,81,0
1995,1458,4883,1,-7,52,59,0
1995,8756,5087,1,-2,51,53,0
1995,6674,5988,0,-12,59,71,0
1995,8103,6158,1,-7,96,103,0
1995,2384,7469,1,-2,70,72,0
1995,1217,8551,1,-1,55,56,0
1995,6552,9412,0,-37,55,92,0
1995,7098,136,0,-14,74,88,0
1995,3058,264,0,-7,53,60,0
1995,8824,564,0,-11,78,89,0
1995,2651,876,0,-6,70,76,0
1995,1424,989,0,-10,97,107,0
1995,10640,1322,0,-18,73,91,0
1995,10132,1492,0,-15,69,84,0
1995,1115,1560,1,-6,64,70,0
1995,7010,1789,0,-29,61,90,0
1995,5421,2418,0,-13,63,76,0
1995,7925,2452,0,-5,66,71,0
1995,3108,2554,0,-2,82,84,0
1995,2990,2617,0,-9,66,75,0
1995,189,3312,0,-1,89,90,0
1995,1890,3862,1,-10,62,72,0
1995,9245,4034,0,-4,57,61,0
1995,2685,4849,1,-6,68,74,0
1995,10166,4917,0,-8,65,73,0
1995,5759,5591,0,-6,74,80,0
1995,3619,5625,0,-4,71,75,0
1995,8249,5661,0,-14,89,103,0
1995,5053,5894,0,-2,68,70,0
1995,4159,6708,0,-10,69,79,0
1995,9741,6772,1,-13,62,75,0
1995,9512,7265,0,-7,54,61,0
1995,2160,7503,0,-8,70,78,0
1995,6450,7550,1,-1,65,66,0
1995,1963,8517,1,-7,72,79,0
1995,7898,8619,0,-12,71,83,0
1995,9020,8858,0,-15,59,74,0
1995,4440,9088,1,-1,70,71,0
1995,6124,9177,1,-18,67,85,0
1995,1263,9378,0,-9,92,101,0
1995,1592,9544,1,-9,66,75,0
1995,230,9605,0,-35,46,81,0
1995,6742,9894,1,-14,67,81,0
1995,10200,9928,0,-8,61,69,0
1995,5967,10864,0,-21,50,71,0
1995,8215,83,0,-5,60,65,0
1995,4342,489,0,-3,69,72,0
1995,2058,1390,1,-9,62,71,0
1995,4708,2214,0,-23,73,96,0
1995,3176,2789,1,-16,66,82,0
1995,3380,3501,0,-9,59,68,0
1995,6291,4951,0,-13,73,86,0
1995,10574,5455,0,-3,54,57,0
1995,9446,6158,0,-13,50,63,0
1995,7601,6224,0,-21,66,87,0
1995,5256,7211,1,-9,69,78,0
1995,1990,7838,0,-29,53,82,0
1995,8415,7969,0,-3,87,90,0
1995,1217,8035,0,-3,59,62,0
1995,3024,8313,0,-18,61,79,0
1995,1288,8347,0,-6,82,88,0
1995,7299,8449,1,-5,69,74,0
1995,4308,8756,0,-17,50,67,0
1995,8926,8994,0,-26,53,79,0
1995,5154,10030,0,-10,63,73,0
1995,10728,10098,1,-3,74,77,0
1995,49,598,0,-4,68,72,0
1995,3142,774,0,-11,67,78,0
1995,1091,842,1,-18,57,75,0
1995,2922,962,0,-19,56,75,0
1995,2990,1526,0,-6,63,69,0
1995,4410,1653,1,-17,78,95,0
1995,10268,2486,0,-10,57,67,0
1995,8619,2744,1,-2,63,65,0
1995,10342,2888,0,-2,67,69,0
1995,7333,3569,1,-6,67,73,0
1995,2160,3619,0,-6,73,79,0
1995,6942,3755,0,-9,58,67,0
1995,2651,3789,0,-1,72,73,0
1995,6484,3930,0,-39,77,116,0
1995,10608,4125,1,-6,67,73,0
1995,8790,4274,1,-20,48,68,0
1995,4674,4815,1,-8,83,91,0
1995,9054,5188,0,-6,64,70,0
1995,6639,5222,0,-14,58,72,0
1995,3828,5290,1,-10,54,64,0
1995,4742,5358,1,-6,61,67,0
1995,3964,5392,0,-3,56,59,0
1995,3535,5860,0,-26,52,78,0
1995,1687,5988,1,-14,86,100,0
1995,2384,6552,0,-15,62,77,0
1995,4240,6605,1,-11,64,75,0
1995,4193,6674,0,-15,66,81,0
1995,7367,6742,0,-10,60,70,0
1995,632,8069,0,-6,59,65,0
1995,5324,8137,0,-5,72,77,0
1995,2719,8551,1,-2,62,64,0
1995,7177,8672,0,-24,76,100,0
1995,9020,8824,1,-13,74,87,0
1995,8722,8892,0,-12,99,111,0
